result, spaceId, contentId, local file, error, attempts, date
success,university-art-galleries,University_Art_Galleries/Fosdick/Archival/UGA0062.tif,/app/downloads/University_Art_Galleries/Fosdick/Archival/UGA0062.tif,none,1,2025-03-10T06:54:04.990
